No.,Tanggal,Nomor,ATM ID,Lokasi,Jenis Layanan,Laporan Kerusakan,Pekerjaan Dilakukan,Nomor Tiket,Penggantian Sparepart,Jumlah Part,Status,CSE,Pilihan
2602,06 Februari 2020,82836,ATM20044041,RS. BERSALIN KARTINI,Error ,Installation ,"Check & Clean all devices, Install Ulang, no replace, test OK. ", , , , ,ozi medina ,
2603,10 September 2020,89473,ATM20044042,PLAZA BLOK M,Error & PM ,Installation ,"Check & Clean all devices, replace ............... / no replace, test OK. ", , , , ,M. Yani ,
2604,26 Oktober 2020,89491,ATM20044042,PLAZA BLOK M,Support ,Hardware ,"Check & Clean all devices, replace belt feed module, test OK. ", ,Belt Feed Module ,3 , ,ozi medina ,
2605,12 September 2020,90675,ATM20044042,PLAZA BLOK M,Support ,Installation ,"Check & Clean all devices, Install Ulang, no replace, test OK. ", , , , ,ozi medina ,
2606,19 Februari 2020,86203,ATM20044042,PLAZA BLOK M,PM 2 ,Preventive Maintenance ,"General Maintenance, Check & Clean all device, replace FS, T/A, S/W, test OK. ", ,Feedshaft *OPTEVA* ,1 , ,ozi medina ,
,,,,,,,,,Stripper SnapOnWheel Wide Standard  *** NEW *** ,1 , ,ozi medina ,
,,,,,,,,,WHL T/A OVRMLD ( TAKE AWAY SNAP ON WHEEL ** NEW ** ,1 , ,ozi medina ,
2607,10 Juli 2020,89509,ATM20044043,ALFAMART TEROGONG RAYA,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, Install Ulang, no replace, test OK. ", , , , ,ozi medina ,
2608,10 Desember 2020,91043,ATM20044043,ALFAMART TEROGONG RAYA,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,ozi medina ,
2609,28 April 2020,88729,ATM20044044,ALFA MART KEMANG UTARA,Error ,Hardware ,"Check & Clean all devices, replace ............... / no replace, test OK. ",2004-050 ,Power Supply 48 Volt Haibao ,1 , ,M. Yani ,
2610,18 Juli 2020,88830,ATM20044044,ALFA MART KEMANG UTARA,Error ,Hardware ,"Check & Clean all devices, replace ............... / no replace, test OK. ",2007-1031 ,"EPP5(BSC),LGE,STTL,ENG(AU),QZ1,BLANK,X,I,O ",1 , ,M. Yani ,
2611,20 Februari 2020,86219,ATM20044044,ALFA MART KEMANG UTARA,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,M. Yani ,
2612,19 Oktober 2020,90721,ATM20044044,ALFA MART KEMANG UTARA,Support ,Hardware ,"Check & Clean all devices, replace ............... / no replace, test OK. ", ,Stripper Wheel ,1 , ,M. Yani ,
,,,,,,,,,Take Away wheel ,1 , ,M. Yani ,
2613,24 Agustus 2020,88837,ATM20044045,KCP KEMANG,Support ,Hardware ,"Check & Clean all devices, replace ............... / no replace, test OK. ",2008123 ,Stacker Module ,1 , ,M. Yani ,
2614,20 Februari 2020,86220,ATM20044045,KCP KEMANG,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,M. Yani ,
2615,25 September 2020,89550,ATM20044045,KCP KEMANG,PM 3 ,Preventive Maintenance ,"General Maintenance, Check & Clean all device, replace Stacker, CCA Dispenser, & TCM, test OK. ",2009-1352 ,CCA AFD (CCA DISP OPTEVA) ,1 , ,ozi medina ,
,,,,,,,,,STACKER MODULE OPTEVA 520 ,1 , ,ozi medina ,
,,,,,,,,,CCA TCM ,1 , ,ozi medina ,
2616,19 Oktober 2020,90719,ATM20044045,KCP KEMANG,Support ,Hardware ,"Check & Clean all devices, replace ............... / no replace, test OK. ", , , , ,M. Yani ,
2617,26 September 2020,90315,ATM20044045,KCP KEMANG,Error ,Hardware ,"Check & Clean all devices, Replace Stacker Module, CCA Dispenser, EPP 5 Bsc, test OK. ",2009-1352 ,CCA AFD (CCA DISP OPTEVA) ,1 , ,Muhammad Nuh ,
,,,,,,,,,"EPP5(BSC),LGE,STTL,ENG(AU),QZ1,BLANK,X,I,O ",1 , ,Muhammad Nuh ,
,,,,,,,,,Stacker Module ,1 , ,Muhammad Nuh ,
2618,21 November 2020,89612,ATM20044045,KCP KEMANG,Support ,Non Hardware ,"Check & Clean all devices, replace ............... / no replace, test OK. ", , , , ,M. Yani ,
2619,18 Juni 2020,86753,ATM20044047,KCP SENTRAYA 1,PM 2 ,Preventive Maintenance ,"General Maintenance, Check & Clean all device, replace Feedshaft, Install Ulang, test OK. ", ,Feedshaft *OPTEVA* ,1 , ,ozi medina ,
2620,22 Juni 2020,88873,ATM20044047,KCP SENTRAYA 1,Support ,Hardware ,"Check & Clean all devices, replace Fascia Cover Atas, test OK. ", ,Kunci Fascia ,1 , ,ozi medina ,
2621,20 Februari 2020,86207,ATM20044047,KCP SENTRAYA 1,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,ozi medina ,
2622,19 Oktober 2020,90717,ATM20044047,KCP SENTRAYA 1,PM 2 ,Preventive Maintenance ,"General Maintenance, Check & Clean all device, replace ..............., test OK. ", ,Feed Shaft ,2 , ,M. Yani ,
,,,,,,,,,Stripper Wheel ,2 , ,M. Yani ,
,,,,,,,,,Take Away wheel ,2 , ,M. Yani ,
2623,22 Juni 2020,88874,ATM20044048,KCP SENTRAYA 2,PM 2 ,Preventive Maintenance ,"General Maintenance, Check & Clean all device, replace T/A, test OK. ", ,WHL T/A OVRMLD ( TAKE AWAY SNAP ON WHEEL ** NEW ** ,1 , ,ozi medina ,
2624,21 Juli 2020,88831,ATM20044048,KCP SENTRAYA 2,Error ,Hardware ,"Check & Clean all devices, replace ............... / no replace, test OK. ", ,Feed Shaft ,1 , ,M. Yani ,
2625,05 Maret 2020,86232,ATM20044048,KCP SENTRAYA 2,Support ,Hardware ,"Check & Clean all devices, replace fascia, test OK. ", ,Kunci Fascia ,0 , ,ozi medina ,
2626,31 Januari 2020,82831,ATM20044048,KCP SENTRAYA 2,Support ,Hardware ,"Check & Clean all devices, install ulang, no replace, test OK. ", , , , ,ozi medina ,
2627,19 Oktober 2020,90718,ATM20044048,KCP SENTRAYA 2,PM 2 ,Preventive Maintenance ,"General Maintenance, Check & Clean all device, replace ..............., test OK. ", ,Stripper Wheel ,1 , ,M. Yani ,
,,,,,,,,,Take Away wheel ,1 , ,M. Yani ,
2628,13 Januari 2020,76875,ATM20044048,KCP SENTRAYA 2,Error & PM ,Hardware ,"Check & Clean all devices, no replace, test OK. ", , , , ,M. Yani ,
2629,10 November 2020,90750,ATM20045001,BSI KRAMAT RAYA,PM 2 ,Preventive Maintenance ,"General Maintenance, Check & Clean all device, replace ..............., test OK. ", ,Feed Shaft ,1 , ,M. Yani ,
,,,,,,,,,Stripper Wheel ,2 , ,M. Yani ,
,,,,,,,,,Take Away wheel ,2 , ,M. Yani ,
2630,29 April 2020,87040,ATM20045003,BKP GUNUNG SAHARI,PM 3 ,Preventive Maintenance ,"General Maintenance, Check & Clean all device, replace Card Reader, test OK. ",2004-051 ,"Motorized Card Reader (Track 1,2,3 Read/Write w/ E ",1 , ,ozi medina ,
2631,10 November 2020,89603,ATM20045003,BKP GUNUNG SAHARI,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,M. Yani ,
2632,07 Agustus 2020,88846,ATM20045004,KCP MANGGA DUA,Error & PM ,Non Hardware ,"Check & Clean all devices, replace ............... / no replace, test OK. ", ,Belt Stacker ,3 , ,M. Yani ,
,,,,,,,,,Stripper Wheel ,1 , ,M. Yani ,
,,,,,,,,,Take Away wheel ,1 , ,M. Yani ,
,,,,,,,,,Feed Shaft ,2 , ,M. Yani ,
2633,10 November 2020,89604,ATM20045004,KCP MANGGA DUA,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,M. Yani ,
2634,07 Agustus 2020,88842,ATM20045005,PLN MENTENG,Support ,Non Hardware ,"Check & Clean all devices, replace ............... / no replace, test OK. ",200081141 ,Kunci Fascia ,1 , ,M. Yani ,
2635,10 November 2020,89605,ATM20045005,PLN MENTENG,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,M. Yani ,
2636,10 November 2020,89606,ATM20045006,KK RSPAD,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,M. Yani ,
2637,27 Oktober 2020,89494,ATM20045007,OIL CENTRE THAMRIN,PM 2 ,Preventive Maintenance ,"General Maintenance, Check & Clean all device, replace Feedshaft, T/A, S/W, test OK. ", ,Feedshaft *OPTEVA* ,1 , ,ozi medina ,
,,,,,,,,,Stripper SnapOnWheel Wide Standard  *** NEW *** ,1 , ,ozi medina ,
,,,,,,,,,WHL T/A OVRMLD ( TAKE AWAY SNAP ON WHEEL ** NEW ** ,1 , ,ozi medina ,
2638,05 Mei 2020,87042,ATM20045012,PLN MENTENG 2,PM 3 ,Preventive Maintenance ,"General Maintenance, Check & Clean all device, replace Stacker, Presenter, Install Ulang, test OK. ",2005-053 ,Presenter R/L Transport (Platen R/L Assy.) ,1 , ,ozi medina ,
,,,,,,,,,Stacker Module ,1 , ,ozi medina ,
2639,26 Juni 2020,88889,ATM20045012,PLN MENTENG 2,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,ozi medina ,
2640,11 Februari 2020,74482,ATM20045012,PLN MENTENG 2,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,M. Yani ,
2641,12 Agustus 2020,88841,ATM20045012,PLN MENTENG 2,Other ,Installation ,"Check all devices, test OK. ", , , , ,M. Yani ,
2642,06 April 2020,88757,ATM20045012,PLN MENTENG 2,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Muhammad Nuh ,
2643,06 Januari 2020,86159,ATM20045012,PLN MENTENG 2,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Muhammad Nuh ,
2644,06 Oktober 2020,90715,ATM20045015,SPBU MATRAMAN,Support ,Non Hardware ,"Check & Clean all devices, replace ............... / no replace, test OK. ", ,Iddler Roller Feed CRD (M) ,1 , ,M. Yani ,
2645,14 Juli 2020,88806,ATM20045017,STMIK JAYAKARTA,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,M. Yani ,
2646,03 November 2020,89499,ATM20045017,STMIK JAYAKARTA,Support ,Installation ,"Check & Clean all devices, INSTALL ULANG, no replace, test OK. ", , , , ,ozi medina ,
2647,11 Februari 2020,74483,ATM20045017,STMIK JAYAKARTA,PM 2 ,Preventive Maintenance ,"General Maintenance, Check & Clean all device, replace ..............., test OK. ", , , , ,M. Yani ,
2648,10 November 2020,90749,ATM20045017,STMIK JAYAKARTA,Support ,Non Hardware ,"Check & Clean all devices, replace ............... / no replace, test OK. ", , , , ,M. Yani ,
2649,27 Oktober 2020,90730,ATM20045017,STMIK JAYAKARTA,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,M. Yani ,
2650,04 Mei 2020,88851,ATM20045018,ALFA GALUR OUTLET,Support ,Preventive Maintenance ,"Check & Clean all devices, Install Ulang, no replace, test OK. ", , , , ,ozi medina ,
2651,10 Juni 2020,88678,ATM20045018,ALFA GALUR OUTLET,Error ,Hardware ,"Check & Clean all devices, replace ............... / no replace, test OK. ", ,CCA TCM ,1 , ,M. Yani ,
,,,,,,,,,HARDDISK UP TO 250GB ,1 , ,M. Yani ,
2652,24 April 2020,87048,ATM20045025,ATM INDOMARET JAKSA,Support ,Installation ,"Check & Clean all devices, install ulang, no replace, test OK. ", , , , ,ozi medina ,
2653,27 Oktober 2020,89493,ATM20045025,ATM INDOMARET JAKSA,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,ozi medina ,
2654,27 November 2020,91033,ATM20045026,ATM INDOMARET POINT SAMANHUDI,Support ,Installation ,"Check & Clean all devices, install ulang, test OK. ", , , , ,ozi medina ,
2655,03 November 2020,89498,ATM20045026,ATM INDOMARET POINT SAMANHUDI,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, install ulang, no replace, test OK. ", , , , ,ozi medina ,
2656,13 Februari 2020,74494,ATM20045026,ATM INDOMARET POINT SAMANHUDI,Support ,Preventive Maintenance ,"Check & Clean all devices, replace ............... / no replace, test OK. ", , , , ,M. Yani ,
2657,06 Januari 2020,86893,ATM20045026,ATM INDOMARET POINT SAMANHUDI,PM 2 ,Preventive Maintenance ,"General Maintenance, Check & Clean all device, replace Feedshaft, test OK. ", ,Feedshaft *OPTEVA* ,1 , ,ozi medina ,
2658,27 Oktober 2020,90728,ATM20045027,ATM INDOMARET PRAMUKA,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,M. Yani ,
2659,10 Juni 2020,88676,ATM20045028,SPBU MENTENG (PAKET D),Error & PM ,Hardware ,"Check & Clean all devices, replace ............... / no replace, test OK. ",2006-079 ,"CCA PRCSR,C2D,HAIBAO ",1 , ,M. Yani ,
,,,,,,,,,EPP Diebold Opt 520 ,1 , ,M. Yani ,
2660,13 Februari 2020,74493,ATM20045028,SPBU MENTENG (PAKET D),PM 2 ,Preventive Maintenance ,"General Maintenance, Check & Clean all device, replace ..............., test OK. ", ,Feed Shaft ,2 , ,M. Yani ,
,,,,,,,,,Stripper Wheel ,3 , ,M. Yani ,
,,,,,,,,,Take Away wheel ,3 , ,M. Yani ,
2661,25 November 2020,91030,ATM20045028,SPBU MENTENG (PAKET D),Support ,Hardware ,"Check & Clean all devices, replace cover fascia pinpad, test OK. ", , , , ,ozi medina ,
2662,14 Juli 2020,88807,ATM20045030,SPBU PRAMUKA,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,M. Yani ,
2663,21 November 2020,89610,ATM20045030,SPBU PRAMUKA,Support ,Non Hardware ,"Check & Clean all devices, replace ............... / no replace, test OK. ", , , , ,M. Yani ,
2664,27 Oktober 2020,90727,ATM20045030,SPBU PRAMUKA,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,M. Yani ,
2665,14 Agustus 2020,90663,ATM20046001,BKP BINTARO,Online ,Installation ,"Instalasi ATM, Check all devices, test OK. ", , , , ,ozi medina ,
2666,16 Juni 2020,88885,ATM20046001,BKP BINTARO,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,ozi medina ,
2667,07 Juli 2020,88810,ATM20046001,BKP BINTARO,PM 2 ,Hardware ,"General Maintenance, Check & Clean all device, replace ..............., test OK. ", ,Feed Shaft ,1 , ,M. Yani ,
2668,08 Mei 2020,86995,ATM20046001,BKP BINTARO,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Muhammad Nuh ,
2669,21 Juli 2020,88833,ATM20046001,BKP BINTARO,Support ,Hardware ,"Check & Clean all devices, replace ............... / no replace, test OK. ",2007-104 ,Hard Disk ,1 , ,M. Yani ,
2670,04 Maret 2020,86366,ATM20046001,BKP BINTARO,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Muhammad Nuh ,
2671,09 April 2020,88760,ATM20046001,BKP BINTARO,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Muhammad Nuh ,
2672,12 Maret 2020,88711,ATM20046001,BKP BINTARO,PM 2 ,Preventive Maintenance ,"General Maintenance, Check & Clean all device, replace ..............., test OK. ", ,Take Away wheel ,1 , ,M. Yani ,
2673,07 Januari 2020,86164,ATM20046001,BKP BINTARO,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Muhammad Nuh ,
2674,17 Februari 2020,82848,ATM20046001,BKP BINTARO,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,ozi medina ,
2675,16 Juli 2020,89521,ATM20046005,REST AREA JORR BSD,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,ozi medina ,
2676,15 Juni 2020,88862,ATM20046005,REST AREA JORR BSD,Error ,Hardware ,"Check & Clean all devices, replace CCS Disp & Stacker, test OK. ",2006-082 ,CCA Dispenser (CCA Kit Presenter Ctrl.) 49-74724-0 ,1 , ,ozi medina ,
,,,,,,,,,STACKER MODULE OPTEVA 520 ,1 , ,ozi medina ,
2677,11 Juni 2020,88861,ATM20046005,REST AREA JORR BSD,PM 3 ,Preventive Maintenance ,"General Maintenance, Check & Clean all device, replaceStacker, CCA Disp & Belt Feed Module, test OK. ", ,BELT FEED MODULE OPTV 4 TRACK ,3 , ,ozi medina ,
,,,,,,,,,CCA Dispenser (CCA Kit Presenter Ctrl.) 49-74724-0 ,1 , ,ozi medina ,
,,,,,,,,,STACKER MODULE OPTEVA 520 ,1 , ,ozi medina ,
2678,14 Agustus 2020,88845,ATM20046005,REST AREA JORR BSD,Error & PM ,Hardware ,"Check & Clean all devices, replace ............... / no replace, test OK. ", , , , ,M. Yani ,
2679,08 Mei 2020,86994,ATM20046005,REST AREA JORR BSD,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Muhammad Nuh ,
2680,16 November 2020,91014,ATM20046005,REST AREA JORR BSD,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,ozi medina ,
2681,20 November 2020,91028,ATM20046005,REST AREA JORR BSD,Online ,Installation ,"Instalasi ATM, Check all devices, test OK. ", , , , ,ozi medina ,
2682,06 Oktober 2020,90692,ATM20046005,REST AREA JORR BSD,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,ozi medina ,
2683,08 April 2020,88758,ATM20046005,REST AREA JORR BSD,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Muhammad Nuh ,
2684,16 September 2020,90677,ATM20046005,REST AREA JORR BSD,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,ozi medina ,
2685,12 Maret 2020,88712,ATM20046005,REST AREA JORR BSD,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,M. Yani ,
2686,13 Januari 2020,76877,ATM20046005,REST AREA JORR BSD,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,M. Yani ,
2687,14 Agustus 2020,90662,ATM20046008,KK  KREO,Online ,Installation ,"Instalasi ATM, Check all devices, test OK. ", , , , ,ozi medina ,
2688,16 Juni 2020,88884,ATM20046008,KK  KREO,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,ozi medina ,
2689,18 Mei 2020,88735,ATM20046008,KK  KREO,PM 3 ,Preventive Maintenance ,"General Maintenance, Check & Clean all device, replace Card Reader, test OK. ",2005-062 ,"Motorized Card Reader (Track 1,2,3 Read/Write w/ E ",1 , ,ozi medina ,
2690,04 Maret 2020,86368,ATM20046008,KK  KREO,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Muhammad Nuh ,
2691,09 April 2020,88761,ATM20046008,KK  KREO,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Muhammad Nuh ,
2692,07 Januari 2020,86165,ATM20046008,KK  KREO,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Muhammad Nuh ,
2693,17 Februari 2020,82845,ATM20046008,KK  KREO,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,ozi medina ,
2694,11 Mei 2020,87043,ATM20046009,ITC BSD,PM 3 ,Preventive Maintenance ,"General Maintenance, Check & Clean all device, replace EPP 5, test OK. ",2005-056 ,"EPP5(BSC),LGE,STTL,ENG(AU),QZ1,BLANK,X,I,O ",1 , ,ozi medina ,
2695,16 Juli 2020,89522,ATM20046009,ITC BSD,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,ozi medina ,
2696,11 Juni 2020,86754,ATM20046009,ITC BSD,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,ozi medina ,
2697,14 Agustus 2020,88848,ATM20046009,ITC BSD,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,M. Yani ,
2698,16 November 2020,91015,ATM20046009,ITC BSD,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,ozi medina ,
2699,20 November 2020,91029,ATM20046009,ITC BSD,Online ,Installation ,"Instalasi ATM, Check all devices, test OK. ", , , , ,ozi medina ,
2700,06 Oktober 2020,90691,ATM20046009,ITC BSD,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,ozi medina ,
2701,08 April 2020,88759,ATM20046009,ITC BSD,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Muhammad Nuh ,
2702,16 September 2020,90678,ATM20046009,ITC BSD,PM 2 ,Preventive Maintenance ,"General Maintenance, Check & Clean all device, replace Feedshaft, T/A, S/W, test OK. ", ,Feedshaft *OPTEVA* ,1 , ,ozi medina ,
,,,,,,,,,Stripper SnapOnWheel Wide Standard  *** NEW *** ,2 , ,ozi medina ,
,,,,,,,,,WHL T/A OVRMLD ( TAKE AWAY SNAP ON WHEEL ** NEW ** ,1 , ,ozi medina ,
2703,12 Maret 2020,88713,ATM20046009,ITC BSD,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,M. Yani ,
2704,13 Januari 2020,76878,ATM20046009,ITC BSD,PM 2 ,Preventive Maintenance ,"General Maintenance, Check & Clean all device, replace ..............., test OK. ", ,Feed Shaft ,1 , ,M. Yani ,
,,,,,,,,,Stripper Wheel ,1 , ,M. Yani ,
2705,18 Maret 2020,86385,ATM20046011,KCP BSD CITY,Installation ,Installation ,"Instalasi ATM, Check all devices, test OK. ", , , , ,Muhammad Nuh ,
2706,06 Oktober 2020,90690,ATM20046011,KCP BSD CITY,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,ozi medina ,
2707,13 Januari 2020,76879,ATM20046011,KCP BSD CITY,PM 1 , ,"Check & Clean all devices, no replace, test OK. ", , , , ,M. Yani ,
2708,09 Maret 2020,88709,ATM20046016,TIP TOP CIPUTAT,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,M. Yani ,
2709,07 Juli 2020,88811,ATM20046018,PASAR MODERN SEKTOR 7 BINTARO,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,M. Yani ,
2710,10 Desember 2020,89671,ATM20046018,PASAR MODERN SEKTOR 7 BINTARO,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,M. Yani ,
2711,16 Juli 2020,88891,ATM20046020,KCP ALAM SUTRA,PM 3 ,Preventive Maintenance ,"General Maintenance, Check & Clean all device, replace Card Reader, test OK. ",2007-101 ,"Motorized Card Reader (Track 1,2,3 Read/Write w/ E ",1 , ,ozi medina ,
2712,16 November 2020,91017,ATM20046020,KCP ALAM SUTRA,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,ozi medina ,
2713,07 Juni 2020,88675,ATM20046020,KCP ALAM SUTRA,Error & PM ,Installation ,"Check & Clean all devices, replace ............... / no replace, test OK. ", , , , ,M. Yani ,
2714,12 November 2020,90733,ATM20046024,SPBU JOGLO,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,M. Yani ,
2715,16 November 2020,91018,ATM20046027,SPBU SOEBIJANTO,PM 2 ,Preventive Maintenance ,"General Maintenance, Check & Clean all device, replace T/A, test OK. ", ,WHL T/A OVRMLD ( TAKE AWAY SNAP ON WHEEL ** NEW ** ,2 , ,ozi medina ,
2716,12 Maret 2020,88722,ATM20046027,SPBU SOEBIJANTO,PM 2 ,Preventive Maintenance ,"General Maintenance, Check & Clean all device, replace ..............., test OK. ", ,Feed Shaft ,1 , ,M. Yani ,
2717,10 Desember 2020,89670,ATM20046028,ALFA MART RC. VETERAN  2,PM 2 ,Preventive Maintenance ,"General Maintenance, Check & Clean all device, replace ..............., test OK. ", ,Feed Shaft ,2 , ,M. Yani ,
,,,,,,,,,Take Away wheel ,2 , ,M. Yani ,
2718,07 Juli 2020,88812,ATM20046030,RSPI BINTARO,PM 2 ,Preventive Maintenance ,"General Maintenance, Check & Clean all device, replace ..............., test OK. ", ,Feed Shaft ,1 , ,M. Yani ,
,,,,,,,,,Stripper Wheel ,1 , ,M. Yani ,
,,,,,,,,,Take Away wheel ,1 , ,M. Yani ,
2719,10 Desember 2020,89669,ATM20046030,RSPI BINTARO,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,M. Yani ,
2720,16 Juli 2020,89524,ATM20046031,RS ASSOBIRIN,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,ozi medina ,
2721,16 November 2020,91016,ATM20046031,RS ASSOBIRIN,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,ozi medina ,
2722,16 Juli 2020,89523,ATM20046032,INDOMARET GADING SERPONG,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,ozi medina ,
2723,12 Maret 2020,88710,ATM20046032,INDOMARET GADING SERPONG,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,M. Yani ,
2724,23 Desember 2020,86503,ATM20047001,SHOPPING STREET CITRA INDAH CITY,Online ,Installation ,"Instalasi ATM, Check all devices, test OK. ", , , , ,ozi medina ,
2725,13 Maret 2020,88723,ATM20047003,PLN PONDOK GEDE,Error & PM ,Preventive Maintenance ,"Check & Clean all devices, replace ............... / no replace, test OK. ", , , , ,M. Yani ,
2726,22 Oktober 2020,90703,ATM20047003,PLN PONDOK GEDE,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,M. Yani ,
2727,07 Juli 2020,89507,ATM20047008,KK CIBUBUR I,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,ozi medina ,
2728,17 Juni 2020,88673,ATM20047008,KK CIBUBUR I,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,M. Yani ,
2729,05 Februari 2020,88704,ATM20047008,KK CIBUBUR I,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,M. Yani ,
2730,21 April 2020,88746,ATM20047008,KK CIBUBUR I,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,M. Yani ,
2731,10 Agustus 2020,88839,ATM20047008,KK CIBUBUR I,Other ,Installation ,"Check all devices, test OK. ", , , , ,M. Yani ,
2732,12 Mei 2020,88661,ATM20047008,KK CIBUBUR I,Support ,Hardware ,"Check & Clean all devices, replace ............... / no replace, test OK. ",2005-057 ,Pentium Kit P 90 ,1 , ,M. Yani ,
2733,03 Januari 2020,76859,ATM20047008,KK CIBUBUR I,PM 3 ,Preventive Maintenance ,"General Maintenance, Check & Clean all device, replace Card Reader, Feedshaft, T/A, S/W, test OK. ",2001-002 ,Feedshaft *OPTEVA* ,1 , ,ozi medina ,
,,,,,,,,,Stripper SnapOnWheel Wide Standard  *** NEW *** ,1 , ,ozi medina ,
,,,,,,,,,WHL T/A OVRMLD ( TAKE AWAY SNAP ON WHEEL ** NEW ** ,1 , ,ozi medina ,
,,,,,,,,,"Motorized Card Reader (Track 1,2,3 Read/Write w/ E ",1 , ,ozi medina ,
